Startup,Industry,SubVertical,City,Investors,InvestmentType,InvestmentAmount_USD,Date,Incubation Center,Name of the startup,Location of company,Sector,Company profile,Year,Allocation of Funds under SISFS (in Rs. crore),Funds Approved under SISFS (in Rs. crore),States/UT,2020,2021,2022,Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,City  Location,Investors Name,InvestmentnType,Amount in USD,Remarks
,,B2B Industrial Goods Marketplace,,,,,,,,,,,,,,,,,,2068.0,20/01/2016,IndustryBuying,ECommerce,New Delhi,Trifecta Capital,Private Equity,"18,00,000",
,,B2B Marketplace for Distributors,,,,,,,,,,,,,,,,,,2069.0,20/01/2016,Just Buy Live,ECommerce,Mumbai,Alpha Capital,Private Equity,"2,00,00,000",
,,Adult Products Etailers,,,,,,,,,,,,,,,,,,2070.0,20/01/2016,IMbesharam,ECommerce,New Delhi / US,Undisclosed US Based Investors,Private Equity,"40,00,000",
,,Social Meeting organizer App,,,,,,,,,,,,,,,,,,2071.0,20/01/2016,Moodoo,Consumer Internet,Mumbai / UK,Sa\\xc3\\xafd Business School Seed Fund.,Seed Funding,"40,000",
,,Women Hygiene Product Manufacturer,,,,,,,,,,,,,,,,,,2072.0,20/01/2016,Saral Designs,Healthcare,Mumbai,"Farooq Adam, Ambi Parameswaran,",Seed Funding,,
,,Kids Focused eTailer,,,,,,,,,,,,,,,,,,2073.0,21/01/2016,FirstCry,ECommerce,Pune,Ratan Tata,Private Equity,,
,,Personal Finance Mobile App,,,,,,,,,,,,,,,,,,2074.0,21/01/2016,Fisdom,Consumer Internet,Bangalore,Rob Chandra,Seed Funding,"5,00,000",
,,Online insurance policy aggregator,,,,,,,,,,,,,,,,,,2075.0,21/01/2016,Easypolicy,Consumer Internet,Noida,Unilazer Ventures,Private Equity,"22,00,000",
,,Online Real Estate Portal,,,,,,,,,,,,,,,,,,2076.0,21/01/2016,Housing.com,Consumer Internet,Mumbai,SoftBank Corp,Private Equity,"1,50,00,000",
,,Smartphone OS Developer,,,,,,,,,,,,,,,,,,2077.0,21/01/2016,CREO,Technology,Bangalore,"Sequoia Capital, Beenext Ventures, India Quotient, Anand Chandrasekaran",Private Equity,"30,00,000",
,,Hindi Language Social Networking Portal,,,,,,,,,,,,,,,,,,2078.0,22/01/2016,ShabdaNagari,Consumer Internet,Kanpur,Kanpur Angels & Others,Seed Funding,"2,00,000",
,,Deal Discovery App,,,,,,,,,,,,,,,,,,2079.0,22/01/2016,Little,Consumer Internet,Bangalore,GIC,Private Equity,,
,,Mobile based Retail Market Ecosystem,,,,,,,,,,,,,,,,,,2080.0,22/01/2016,SnapBizz,ECommerce,Bangalore,"Jungle Ventures, Taurus Value Creation, Konly Venture, Blume Ventures",Private Equity,"72,00,000",
,,on-demand concierge services,,,,,,,,,,,,,,,,,,2081.0,22/01/2016,Qlivery,Consumer Internet,Gurgaon,Chandigarh Angels Funding,Seed Funding,,
,,Social Network for Healthcare Professionals,,,,,,,,,,,,,,,,,,2082.0,22/01/2016,PlexusMD,Consumer Internet,Ahmedabad,"Arihant Patni, Avnish Mehra, Pranay Adhvaryu, Ravi Sampat",Seed Funding,,
,,Home Automation & Security Solutions,,,,,,,,,,,,,,,,,,2083.0,22/01/2016,Silvan,Technology,Bangalore,The Chennai Angels,Seed Funding,"5,15,000",
,,Electronic Payments Solution Company,,,,,,,,,,,,,,,,,,2084.0,22/01/2016,EPS,Technology,Mumbai,APIS Partners,Private Equity,"3,50,00,000",
,,Enterprise Cloud Based Data Processing,,,,,,,,,,,,,,,,,,2085.0,22/01/2016,Qubole,Technology,Bangalore,"Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV",Private Equity,"3,00,00,000",
,,Salons & Spa Chain,,,,,,,,,,,,,,,,,,2086.0,22/01/2016,Gajty,Healthcare,Gurgaon,Purvi Ventures,Seed Funding,,
,,Photography curation & Aggregator platform,,,,,,,,,,,,,,,,,,2087.0,25/01/2016,SIFTR Labs,Consumer Internet,Mumbai,Venture Catalysts,Seed Funding,"1,50,000",
,,SME Online Buying Hub,,,,,,,,,,,,,,,,,,2088.0,25/01/2016,Power2SME,Consumer Internet,Gurgaon,"Nandan Nilekani, Accel Partners, Kalaari Capital and Inventus Capital",Private Equity,"2,10,00,000",
,,Home D\\xc3\\xa9cor Product etailer,,,,,,,,,,,,,,,,,,2089.0,25/01/2016,SkyCandle,ECommerce,New Delhi,GPA group,Private Equity,,
,,Specialty Tea ETailer,,,,,,,,,,,,,,,,,,2090.0,27/01/2016,Teabox.com,ECommerce,Siliguri,Ratan Tata,Private Equity,,
,,Construction Material ETailer,,,,,,,,,,,,,,,,,,2091.0,27/01/2016,Buildzar,ECommerce,Gurgaon,Puneet Dalmia,Private Equity,"40,00,000",
,,"Sales, Market, Distribution & Data Analytics Platform",,,,,,,,,,,,,,,,,,2092.0,27/01/2016,Applicate,Technology,Bangalore,Undisclosed investors,Seed Funding,"10,00,000",
,,Online Rental Marketplace,,,,,,,,,,,,,,,,,,2093.0,27/01/2016,WhatsOnRent,ECommerce,Bangalore,Lalit Mangal & Others,Seed Funding,,
,,Data Intelligence & Analytics,,,,,,,,,,,,,,,,,,2094.0,28/01/2016,Zebi (yet to launch),Technology,Hyderabad,Un disclosed investors,Seed Funding,"10,00,000",
,,Vegetables & Fruits Supply Chain,,,,,,,,,,,,,,,,,,2095.0,28/01/2016,Truce,FMCG,Mumbai,"Anupam Mittal, Amit Gupta, Utsav Somani, Neeraj Goenka, Farooq Adam Mukadam",Seed Funding,"3,70,000",
,,Medical Video Consultation platform,,,,,,,,,,,,,,,,,,2096.0,28/01/2016,JustDoc,Consumer Interne,Bangalore,"TV Mohandas Pai, Mohit Saxena, Raghunandan G, Singapore Angel Network, TracxnLabs",Seed Funding,,
,,Connected Smart Home Solutions,,,,,,,,,,,,,,,,,,2097.0,28/01/2016,Myeglu,Technology,Bangalore,Foxconn Technology Group & Others,Seed Funding,,
,,Crowd Funding Platform,,,,,,,,,,,,,,,,,,2098.0,29/01/2016,BitGiving,Consumer Internet,New Delhi,"Harminder Sahni, Krishna Mehra, Sanjay Bakshi",Seed Funding,,
,,Online Fitness & Educational information Aggregator,,,,,,,,,,,,,,,,,,2099.0,29/01/2016,Qriyo,Consumer Internet,Jodhpur,Idein Ventures,Seed Funding,"1,60,000",
,,Rental Bike Aggregator App,,,,,,,,,,,,,,,,,,2100.0,29/01/2016,N.O.W,Consumer Internet,Noida,Maple Capital Advisors,Seed Funding,,
,,Indians focused Matchmaking App,,,,,,,,,,,,,,,,,,2101.0,29/01/2016,Aisle,Consumer Internet,Bangalore,"TermSheet, ah! Ventures",Seed Funding,"1,85,000",
,,Fresh Food Delivery platform,,,,,,,,,,,,,,,,,,2102.0,29/01/2016,FreshMenu,Consumer Internet,Bangalore,"Zodius Technology Fund, Lightspeed Venture Partners",Private Equity,"1,70,00,000",
,,Online marketplace for cars,,,,,,,,,,,,,,,,,,2103.0,29/01/2016,Truebil,ECommerce,Mumbai,"Kalaari Capital, Inventus Capital, Tekton Ventures, Kae Capital",Private Equity,"51,50,000",
,,Mobile & Cloud based App developer,,,,,,,,,,,,,,,,,,2104.0,29/01/2016,Rare Media,Technology,New Delhi,Info Edge (India) Ltd,Private Equity,"11,00,000",
,,Food Delivery Platform,,,,,,,,,,,,,,,,,,2105.0,29/01/2016,TinMen,Consumer Internet,Hyderabad,Lead Angel Network,Seed Funding,,
,,Coding Skill Showcase & Resume Builder,,,,,,,,,,,,,,,,,,2106.0,29/01/2016,CodingLabs,Technology,Hyderabad,Vineet Nalla,Seed Funding,,
,,Hobby & Activity Class Aggregator,,,,,,,,,,,,,,,,,,2107.0,30/01/2016,FindUrClass,Consumer Internet,Mumbai,"Amit Patni, Anirudh Damani, Samir Shah",Seed Funding,,
,,Interior Design Marketplace,,,,,,,,,,,,,,,,,,2108.0,30/01/2016,DesignBids,Consumer Internet,New Delhi,Indian Angel Network,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2109.0,01/12/2015,CollegeDekho,Online Education Information platform,Jaipur,GirnarSoft,Seed Funding,"10,00,000",
,,,,,,,,,,,,,,,,,,,,2110.0,01/12/2015,Black White Orange Brands,Brand Licensing Startup,Mumbai,YouWeCan Ventures,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2111.0,01/12/2015,Biteclub,Gourmet Food Discovery & Delivery platform,Gurgaon,growX ventures,Private Equity,,Pre-Series A
,,,,,,,,,,,,,,,,,,,,2112.0,01/12/2015,Patel Logistics,Transportation & Logistics Platform,Mumbai,Frontline Strategy,Private Equity,"56,00,000",
,,,,,,,,,,,,,,,,,,,,2113.0,01/12/2015,Wigzo,Enterprise Marketing Automation platform,New Delhi,"Aarin Capital Partners, TV Mohandas Pai",Seed Funding,"5,00,000",Pre-Series A
,,,,,,,,,,,,,,,,,,,,2114.0,01/12/2015,Zapluk,"Health, Wellness & Beauty Services App",Hyderabad,,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2115.0,01/12/2015,Godof Hospitals,Digital Healthcare,New Delhi,Pankaj Gupta,Seed Funding,"20,00,000",
,,,,,,,,,,,,,,,,,,,,2116.0,02/12/2015,RoomsTonite,Last Minute Hotel Booking App,Bangalore,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,\\xc2\\xa0 Ralph Berezan, Vissal Mathew,\\xc2\\xa0 Balamurali Krishna",Seed Funding,"15,00,000",
,,,,,,,,,,,,,,,,,,,,2117.0,02/12/2015,Kaaryah,Womens Fashion Wear Portal,New Delhi,"The Saha Fund, TV Mohandas Pai",Private Equity,,Pre-Series A
,,,,,,,,,,,,,,,,,,,,2118.0,03/12/2015,Anakage,Product Learning platform,Bangalore,CIO Angel Network (CAN),Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2119.0,03/12/2015,EasyKhaana,Online Food ordering & Delivery platform,New Delhi,Undisclosed investors,Seed Funding,"1,00,000",
,,,,,,,,,,,,,,,,,,,,2120.0,03/12/2015,Shuttl,App based Bus Pooling Services,Gurgaon,"Sequoia Capital, Times Internet Ltd & One more Fund",Private Equity,"2,00,00,000",Series B
,,,,,,,,,,,,,,,,,,,,2121.0,03/12/2015,Eckovation,Social Learning Platform,New Delhi,Chandigarh Angel Network (CAN),Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2122.0,03/12/2015,Fitcircle,Social Fitness platform,Mumbai,Beerud Sheth and Ravi Mantha,Seed Funding,,Pre-Series A
,,,,,,,,,,,,,,,,,,,,2123.0,04/12/2015,Applop,On Demand Mobile app developer,Kolkata,GHV Accelerator,Seed Funding,"1,00,000",
,,,,,,,,,,,,,,,,,,,,2124.0,04/12/2015,CaRPM,Car Maintenance & Management mobile app,Gurgaon,GHV Accelerator,Seed Funding,"1,00,000",
,,,,,,,,,,,,,,,,,,,,2125.0,04/12/2015,NDTV Wedding portal,Online Wedding Marketplace,New Delhi,CerraCap,Private Equity,"2,00,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2126.0,04/12/2015,Splitkart,Splitting Bills Mobile App,New Delhi,"Rajesh Sawhney, Anupam Mittal, Dinesh Agarwal, Gaurav Gupta,",Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2127.0,07/12/2015,Zenatix,IOT Energy Management Analytics platform,Gurgaon,Blume Ventures,Private Equity,,Pre-Series A
,,,,,,,,,,,,,,,,,,,,2128.0,07/12/2015,Customfurnish,Custom Made furniture e-tailer,Hyderabad,Agnus Capital,Private Equity,"45,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2129.0,07/12/2015,Faasos,QSR Chain,Pune,"ru-Net, Sequoia Capital,\\xc2\\xa0 Lightbox Ventures",Private Equity,"3,00,00,000",Series C
,,,,,,,,,,,,,,,,,,,,2130.0,07/12/2015,Vlurn,eLearning platform,Mumbai,Vidyadhar Sarfare,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2131.0,07/12/2015,Leaf Wearables,Smart Safety Wearable Devices,New Delhi,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",Seed Funding,"2,50,000",
,,,,,,,,,,,,,,,,,,,,2132.0,07/12/2015,Coolshare,Cab Sharing service Mobile app,Mumbai,Gopal Aggarwal,Seed Funding,"1,00,000",
,,,,,,,,,,,,,,,,,,,,2133.0,08/12/2015,mFicient,Cloud Enterprise Mobility Platform,New Delhi,Undisclosed investors,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2134.0,08/12/2015,HeyBiz,Online Shopping Assistant Mobile app,New Delhi,Shopclues,Seed Funding,,Strategic Funding
,,,,,,,,,,,,,,,,,,,,2135.0,08/12/2015,Yumist,Home Cooked Food Order & Delivery platform,Gurgaon,"Unilazer Ventures, Orios Venture Partners, Steven Lurie",Private Equity,"20,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2136.0,09/12/2015,Jigsaw Academy,Online School for Analytics learning,Bangalore,Manipal Global Education Services,Private Equity,"30,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2137.0,09/12/2015,JoeHukum,Chat based personal Assistant App,Gurgaon,"TracxnLabs, Jitendra Gupta, Prashant Tandon",Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2138.0,09/12/2015,Voxweb,Picture creation & Social mobile app,Mumbai,Undisclosed Investor,Seed Funding,"3,50,000",
,,,,,,,,,,,,,,,,,,,,2139.0,09/12/2015,Aye Finance,Nonbanking finance company,New Delhi,"SAIF Partners, Accion",Private Equity,"30,00,000",Series B
,,,,,,,,,,,,,,,,,,,,2140.0,09/12/2015,JumboBasket,eCommerce returns etailer,Chandigarh,Chandigarh Angels Network,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2141.0,10/12/2015,BlackBuck,Online Freight Services Aggregator,Bangalore,"Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart",Private Equity,"2,50,00,000",Series B
,,,,,,,,,,,,,,,,,,,,2142.0,10/12/2015,HomeStudio,Online Branded Furniture etailer,Bangalore,Bren Corporation,Private Equity,"50,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2143.0,10/12/2015,PropheSee,Digital Analytics Platform,New Delhi,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,"5,00,000",
,,,,,,,,,,,,,,,,,,,,2144.0,10/12/2015,i2e1,Internet Network Infrastructure Services,New Delhi,GrowX Ventures,Seed Funding,"5,00,000",
,,,,,,,,,,,,,,,,,,,,2145.0,10/12/2015,Holisol Logistics,Supply Chain & Logistics Solutions,New Delhi,CLSA Capital Partners ARIA IV Funds,Private Equity,"1,00,00,000",
,,,,,,,,,,,,,,,,,,,,2146.0,10/12/2015,Stay Simple Resorts,Holiday Resort Chain,Bangalore,"Mr. Sudhir & Ms. Shalini Sethi, Mr. Praveen Someshwar",Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2147.0,10/12/2015,Paynear,Mobile Point of Sale solutions,Hyderabad,Mitesh Majithia,Private Equity,"25,00,000",Pre-Series A
,,,,,,,,,,,,,,,,,,,,2148.0,10/12/2015,Chillr,Peer-to-Peer Money Transfer & Recharge App,Mumbai,"Sequoia Capital, Blume Ventures, Uniqorn Ventures and other",Private Equity,"7,00,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2149.0,11/12/2015,EureQa,Test Automation SAAS platform,Hyderabad/USA,"Sashi Reddi, Gabriel Investments",Seed Funding,"6,00,000",
,,,,,,,,,,,,,,,,,,,,2150.0,11/12/2015,LocalCircles,Citizens Engagement Platform,Noida,Anand Mahindra,Private Equity,,
,,,,,,,,,,,,,,,,,,,,2151.0,11/12/2015,GetFocus,Indoor Navigation & Analytics Solutions,Mumbai,Undisclosed investors,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2152.0,11/12/2015,UrbanClap,Hyperlocal On-Demand Household Services platform,Gurgaon,Ratan Tata,Private Equity,,
,,,,,,,,,,,,,,,,,,,,2153.0,11/12/2015,OnlineRTI,Online RTI application services,Bangalore,"LetsVenture, Mohandas Pai",Seed Funding,"1,50,000",
,,,,,,,,,,,,,,,,,,,,2154.0,11/12/2015,Powerstores,ECommerce Website Creation SAAS platform,Goa,Extreme Venture Partners\\xc2\\xa0 William Bissell,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2155.0,11/12/2015,Weddingz.in,Wedding Venues & Vendors Marketplace,Mumbai,"Rajan Anandan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar",Seed Funding,"10,00,000",
,,,,,,,,,,,,,,,,,,,,2156.0,11/12/2015,Intelligent Interfaces,Interface development platform for Government officials,Bangalore,"Sachin Bansal, Binny Bansal",Seed Funding,,Yet to Launch platform
,,,,,,,,,,,,,,,,,,,,2157.0,14/12/2015,Capricoast,Modular Furnishings Marketplace,Bangalore,"Accel Partners India, RB Investments",Private Equity,"35,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2158.0,14/12/2015,JetSetGo,Private Jet Bookings Marketplace,Bangalore,Puneet Dalmia,Private Equity,,
,,,,,,,,,,,,,,,,,,,,2159.0,14/12/2015,Cabsguru,Cab search Comparison & Booking platform,New Delhi,Prashanth Ranganathan,Seed Funding,"2,00,000",
,,,,,,,,,,,,,,,,,,,,2160.0,14/12/2015,Whoop,Performance Optimization Platform for athletes,Boston,Infosys,Private Equity,"30,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2161.0,15/12/2015,BookEventz,Event Venue Booking Platform,Mumbai,"Mumbai Angels, Singapore Angel Network, Zishaan Hayath",Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2162.0,15/12/2015,Deal Street Asia,Digital Media Platform,Singapore,"Vijay Shekhar Sharma, Singapore Angels Network",Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2163.0,15/12/2015,Streamoid,visual search and discovery platform,Bangalore / Palo Alto,Undisclosed,Seed Funding,"10,00,000",
,,,,,,,,,,,,,,,,,,,,2164.0,16/12/2015,Housejoy,Home services marketplace,Bangalore,"Amazon, Vertex Ventures, Qualcomm, Ru-Net Technology Partners, Matrix Partners",Private Equity,"2,25,00,000",Series B
,,,,,,,,,,,,,,,,,,,,2165.0,16/12/2015,Bluebirch,End to End reverse logistics Solution platform,Bangalore,"Chicago Capital Ventures, Sanjay Mehta, Others",Seed Funding,"20,00,000",
,,,,,,,,,,,,,,,,,,,,2166.0,16/12/2015,MeraDoctor,Virtual Health consultation app,Mumbai,Unilazer,Private Equity,"12,00,000",Pre-Series A
,,,,,,,,,,,,,,,,,,,,2167.0,16/12/2015,STAGE 3,Online Renting platform,New Delhi,"Nisha Sharma, Puneet Dalmia, Balaji Prabhakar",Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2168.0,17/12/2015,Rivigo,Logistics Services Provider,Gurgaon,SAIF Partners and others,Private Equity,"3,00,00,000",Series B (includes Debt financing)
,,,,,,,,,,,,,,,,,,,,2169.0,17/12/2015,Springboard,Data Science & UX design Learning platform,Bangalore,"Allen Blue, John Katzman, Naveen Tewari, Kartik Hosanagar, Kashyap Deorah, 500 Startups, Blue Fog Capital",Seed Funding,"17,00,000",
,,,,,,,,,,,,,,,,,,,,2170.0,17/12/2015,Eatfresh,Online marketplace for Chef Meals,Bangalore,Kalaari Capital,Private Equity,,
,,,,,,,,,,,,,,,,,,,,2171.0,18/12/2015,Ampere Vehicles,Electric Bike Manufacturers,Coimbatore,Kris Gopalakrishnan & Others,Seed Funding,"12,00,000",
,,,,,,,,,,,,,,,,,,,,2172.0,18/12/2015,Focus Digit,ECommerce platform solutions,New Delhi,Turning Ideas,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2173.0,18/12/2015,The News Minute,Online Media Publication,Bangalore,Quintillion Media,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2174.0,18/12/2015,CBREX,International Hiring Platform,Mumbai / NY,"Prahlad Rao, Sundara Rajan, Vikram Chachra",Seed Funding,"2,00,000",
,,,,,,,,,,,,,,,,,,,,2175.0,21/12/2015,TruckMandi,Logistics Service Provider Marketplace,New Delhi,"Ritesh Dwivedy, Ramakant Sharma, Mount Nathan Advisors",Private Equity,"20,00,000",Pre-Series A
,,,,,,,,,,,,,,,,,,,,2176.0,21/12/2015,Peppertap,Hyperlocal\\xc2\\xa0 Grocery Delivery Service,Gurgaon,Innoven Capital,Private Equity,"40,00,000",part of $40M Series B round
,,,,,,,,,,,,,,,,,,,,2177.0,21/12/2015,KOOH Sports,Sports Education Platform,Mumbai,"TCS, HDFC, Faering Capital, Elevate Sports",Private Equity,"20,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2178.0,22/12/2015,RentOnGo,"Bike, Appliances Renting marketplace",Bangalore,"Anand Chandrasekaran, Rajesh Sawhney, Kalpana Tatavarti, Shivanandan Pare",Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2179.0,22/12/2015,Industrybuying,Online Marketplace for Industrial Goods,New Delhi,"Murugappa Group, TVS Group, Vellayan Subbiah, Arathi Krishna, Arun Venkatachalam",Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2180.0,22/12/2015,Zapr,Reward points mobile app,Gurgaon,Dinesh Agarwal,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2181.0,22/12/2015,LatestOne,Mobile accessories online store,Hyderabad,Palred Technologies Ltd,Private Equity,"30,00,000",Additional investment from parent company
,,,,,,,,,,,,,,,,,,,,2182.0,22/12/2015,PlanetGogo,Content Discovery & reward points platform,Gurgaon,HT Digital Media Holdings Ltd,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2183.0,22/12/2015,Arya.ai,Artificial Intelligence platform,Mumbai,"YourNest Angel Fund, Venture Nursery",Private Equity,"7,50,000",Series A
,,,,,,,,,,,,,,,,,,,,2184.0,22/12/2015,Doctor Insta,Medical Consultation & Doctor appointment booking platform,Gurgaon,"Rishi Parti, BrahmaX Ventures",Private Equity,"5,00,000",pre-Series A
,,,,,,,,,,,,,,,,,,,,2185.0,22/12/2015,MobieFit,Mobile Fitness App,Goa,Medi Assist,Private Equity,"10,00,000",Strategic Investment
,,,,,,,,,,,,,,,,,,,,2186.0,23/12/2015,LafaLafa,"Digital Coupons, Deal & Cashback aggregator app",Mumbai,Vectr Ventures,Private Equity,,
,,,,,,,,,,,,,,,,,,,,2187.0,23/12/2015,Mech Mocha,Mobile Game development & Design platform,Bangalore,"Blume Ventures, Flipkart",Seed Funding,"10,00,000",
,,,,,,,,,,,,,,,,,,,,2188.0,23/12/2015,Shotang.com,B2B eCommerce Marketplace,Bangalore,"Exfinity Venture Partners, Unitus Impact Livelihoods Fund",Private Equity,"50,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2189.0,23/12/2015,CityFurnish,Furniture and appliances rental platform,Gurgaon,Jitendra Gupta,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2190.0,24/12/2015,Black White Orange,B2B Merchandize platform,Mumbai,Collaborative Licensing Ventures LLP,Seed Funding,"3,03,000",
,,,,,,,,,,,,,,,,,,,,2191.0,24/12/2015,Kolabro,Real Estate focused Tech platform,Gurgaon,"Umang Kumar, Ruchir Arora & others",Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2192.0,24/12/2015,Canvera,Photographer Online search & booking platform,Bangalore,Info Edge (India) Ltd,Private Equity,"22,00,000",
,,,,,,,,,,,,,,,,,,,,2193.0,28/12/2015,Town Essentials,Grocery Delivery platform,Bangalore,"Sharad Hegde, Girish Reddy, Siddharth Patil, Shrikant Patil",Seed Funding,"10,00,000",
,,,,,,,,,,,,,,,,,,,,2194.0,28/12/2015,Bumper,Mobile Car Servicing appointment app,Bangalore,SAIF Partners,Seed Funding,"5,00,000",
,,,,,,,,,,,,,,,,,,,,2195.0,29/12/2015,Hotify,New Curation Mobile App,Bangalore,Mahavir Pratap Sharma,Seed Funding,"1,50,000",
,,,,,,,,,,,,,,,,,,,,2196.0,29/12/2015,MobiKwik,Mobile Wallet,Gurgaon,"Sequoia Capital, Tree Line Asia, Innoven Capital",Private Equity,"66,00,000",Additional Funding
,,,,,,,,,,,,,,,,,,,,2197.0,30/12/2015,Intelligent Interfaces,Interface development platform for Government officials,Bangalore,Yuvraj Singh,Seed Funding,,Yet to Launch
,,,,,,,,,,,,,,,,,,,,2198.0,02/11/2015,Twigly,Online Food Ordering & Delivery platform,Gurgaon,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",Seed Funding,"2,00,000",
,,,,,,,,,,,,,,,,,,,,2199.0,02/11/2015,CityFlo,Bus Aggregation and rental mobile app,Mumbai,IDG Ventures,Seed Funding,"7,50,000",
,,,,,,,,,,,,,,,,,,,,2200.0,03/11/2015,Findyahan,hyperlocal online Services platform,Noida,Times Group Brand Capital,Private Equity,,Bridge funding
,,,,,,,,,,,,,,,,,,,,2201.0,03/11/2015,Sabse,WiFi \xe2\x80\x93 first Cloud communication platform,Mumbai,Ratan Tata,Private Equity,,
,,,,,,,,,,,,,,,,,,,,2202.0,03/11/2015,Pokkt,Alternate Mobile Monetization platform,Mumbai,"Segnel Venture, Shinji Kimura, Sundar Chanrai, JAFCO Asia, SingTel\\xe2\\x80\\x99s Innov8, Jungle Ventures, K Ganesh",Private Equity,"50,00,000",Series B
,,,,,,,,,,,,,,,,,,,,2203.0,03/11/2015,oibanit,Online Food Ordering Marketplace,Vadodara,"Varun Ahuja, Anubhav Verma",Seed Funding,"1,50,000",
,,,,,,,,,,,,,,,,,,,,2204.0,03/11/2015,Stuffed,Quick Service Restaurant & Online Delivery,Mumbai,Riqueza Capital,Seed Funding,"3,85,000",Funding happened in Sept 2015
,,,,,,,,,,,,,,,,,,,,2205.0,03/11/2015,LoanBaba,Online Loans Marketplace,Mumbai,,Seed Funding,"3,20,000",
,,,,,,,,,,,,,,,,,,,,2206.0,03/11/2015,Deyor Rooms,Budget Hotels Aggregator,New Delhi,Dheeraj Jain & Others,Seed Funding,"5,00,000",
,,,,,,,,,,,,,,,,,,,,2207.0,03/11/2015,Bidgely,Efficient Energy Management platform,USA/India,"Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures",Private Equity,"1,66,00,000",Series B
,,,,,,,,,,,,,,,,,,,,2208.0,04/11/2015,Shirsa Labs,Digital Intelligent learning platform,Mumbai,ah! Ventures,Seed Funding,"2,50,000",
,,,,,,,,,,,,,,,,,,,,2209.0,04/11/2015,Paytunes,Voice Call incentivization mobile app,New Delhi,CIO Angel Network,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2210.0,04/11/2015,YourDOST,Online Counselling and psychological support platform,Gwalior,"Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay Anandaram, Pavan Ongole, Venk Krishnan",Seed Funding,"4,00,000",
,,,,,,,,,,,,,,,,,,,,2211.0,05/11/2015,BookMyBai,Domestic Help Aggregation platform,Mumbai,Vineel Nalla & Others,Seed Funding,"1,50,000",
,,,,,,,,,,,,,,,,,,,,2212.0,05/11/2015,MyIndianStay,Home Stay & room rentals platform,Goa,Undisclosed investors,Seed Funding,"2,00,000",
,,,,,,,,,,,,,,,,,,,,2213.0,05/11/2015,Bobble,Selfie Mobile App,New Delhi,SAIF Partners & others,Private Equity,,Series A
,,,,,,,,,,,,,,,,,,,,2214.0,06/11/2015,RepUp,Online Reputation Management Platform,Gurgaon,Indian Angel Network,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2215.0,06/11/2015,Satvacart,Online Grocery platform,Gurgaon,Undisclosed HNIs,Private Equity,"18,00,000",Pre-Series A Bridge
,,,,,,,,,,,,,,,,,,,,2216.0,06/11/2015,POPxo.com,Online content platform for women,New Delhi,"IDG Ventures India, Kalaari Capital, 500 Startups",Private Equity,"20,00,000",Series A
